BSI업종코드,SRR업종코드,계층구분코드,국내업체업종세그먼트코드,국외업체업종세그먼트코드,등록경로구분코드,등록부서코드,등록사용자ID,등록일시,수정경로구분코드,수정부서코드,수정사용자ID,수정일시,업종영문명,업종코드,업종코드버전,업종한글명,원본업종코드
,59_60,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Motion picture, video and broadcasting programme post-production activities",59120,10,"영화, 비디오물 및 방송프로그램 제작 관련 서비스업",J59120
,59_60,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Motion picture, video and broadcasting programme distribution activities",5913,10,"영화, 비디오물 및 방송프로그램 배급업",J5913
,59_60,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Motion picture, video and broadcasting programme distribution activities",59130,10,"영화, 비디오물 및 방송프로그램 배급업",J59130
,59_60,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Motion picture and video projection activities,5914,10,영화 및 비디오물 상영업,J5914
,59_60,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Motion picture theaters,59141,10,영화관 운영업,J59141
,59_60,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Video projection activities,59142,10,비디오물 감상실 운영업,J59142
,59_60,2,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Sound recording and music publishing activities,592,10,오디오물 출판 및 원판 녹음업,J592
,59_60,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Sound recording and music publishing activities,5920,10,오디오물 출판 및 원판 녹음업,J5920
,59_60,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Music and sound recordings publishing,59201,10,음악 및 기타 오디오물 출판업,J59201
,59_60,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Sound recording service activities ,59202,10,녹음시설 운영업,J59202
,59_60,2,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Radio broadcasting,601,10,라디오 방송업,J601
,59_60,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Radio broadcasting,6010,10,라디오 방송업,J6010
,59_60,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Radio broadcasting,60100,10,라디오 방송업,J60100
,59_60,2,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Television broadcasting,602,10,텔레비전 방송업,J602
,59_60,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Terrestrial broadcasting,6021,10,지상파 방송업,J6021
,59_60,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Cable, satellite and other broadcasting",6022,10,"유선, 위성 및 기타 방송업",J6022
,59_60,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Broadcasting programme provider,60221,10,프로그램 공급업,J60221
,59_60,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Cable broadcasting,60222,10,유선 방송업,J60222
,59_60,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Satellite and other broadcasting,60229,10,위성 및 기타 방송업,J60229
,61,1,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Postal activities and telecommunications,61,10,우편 및 통신업,J61
,53,2,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Postal activities,611,10,공영 우편업,J611
,53,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Postal activities,6110,10,공영 우편업,J6110
,53,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Postal activities,61100,10,공영 우편업,J61100
,61,2,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Telecommunications,612,10,전기 통신업,J612
,61,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Wired telecommunications,6121,10,유선 통신업,J6121
,61,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Wired telecommunications,61210,10,유선 통신업,J61210
,61,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Wireless and satellite telecommunications,6122,10,무선 및 위성 통신업,J6122
,61,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Wireless and satellite telecommunications,61220,10,무선 및 위성 통신업,J61220
,61,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Other telecommunications,6129,10,기타 전기 통신업,J6129
,61,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Telecommunications resellers,61291,10,통신 재판매업,J61291
,61,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Other telecommunications n.e.c.,61299,10,그 외 기타 전기 통신업,J61299
,62_63,1,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Computer programming, consultancy and related activities ",62,10,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",J62
,62_63,2,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Computer programming, consultancy and related activities ",620,10,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",J620
,62_63,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Computer programming services,6201,10,컴퓨터 프로그래밍 서비스업,J6201
,62_63,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Computer programming services,62010,10,컴퓨터 프로그래밍 서비스업,J62010
,62_63,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Computer system consultancy and computer facilities management activities,6202,10,"컴퓨터시스템 통합 자문, 구축 및 관리업",J6202
,62_63,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Computer system consultancy activities,62021,10,컴퓨터시스템 통합 자문 및 구축 서비스업,J62021
,62_63,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Computer facilities management services,62022,10,컴퓨터시설 관리업,J62022
,62_63,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Other information technology and computer service activities,6209,10,기타 정보기술 및 컴퓨터운영 관련 서비스업,J6209
,62_63,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Other information technology and computer service activities,62090,10,기타 정보기술 및 컴퓨터운영 관련 서비스업,J62090
,62_63,1,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Information service activities,63,10,정보서비스업,J63
,62_63,2,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Data processing, hosting and related activities; web portals",631,10,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",J631
,62_63,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Data processing, hosting and related activities",6311,10,"자료처리, 호스팅 및 관련 서비스업",J6311
,62_63,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Data processing,63111,10,자료 처리업,J63111
,62_63,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Hosting and related service activities,63112,10,호스팅 및 관련 서비스업,J63112
,62_63,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Portals and other internet information media service activities,6312,10,포털 및 기타 인터넷 정보매개 서비스업,J6312
,62_63,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Portals and other internet information media service activities,63120,10,포털 및 기타 인터넷 정보매개 서비스업,J63120
,62_63,2,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Other information service activities,639,10,기타 정보 서비스업,J639
,62_63,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,News agency activities,6391,10,뉴스 제공업,J6391
,62_63,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,News agency activities,63910,10,뉴스 제공업,J63910
,62_63,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Other information service activities n.e.c.,6399,10,그 외 기타 정보 서비스업,J6399
,62_63,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Data base activities and on-line information provision services,63991,10,데이터베이스 및 온라인정보 제공업,J63991
,62_63,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Other information service activities n.e.c.,63999,10,그 외 기타 정보 서비스업,J63999
,64,1,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Financial service activities, except insurance and pension funding",64,10,금융업,K64
,64,2,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Banking and savings institutions,641,10,은행 및 저축기관,K641
,64,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Central bank,6411,10,중앙은행,K6411
,64,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Central bank,64110,10,중앙은행,K64110
,64,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Commercial banks,6412,10,일반은행,K6412
,64,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Domestic commercial banks,64121,10,국내은행,K64121
,64,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Foreign banks,64122,10,외국은행,K64122
,64,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Credit unions and savings institutions,6413,10,신용조합 및 저축기관,K6413
,64,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Credit unions,64131,10,신용조합,K64131
,64,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Mutual savings bank and other savings institutions,64132,10,상호저축은행 및 기타 저축기관,K64132
,64,2,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Trust and collective investment businesses ,642,10,신탁업 및 집합투자업,K642
,64,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Trust and collective investment businesses ,6420,10,신탁업 및 집합투자업,K6420
,64,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Trust and collective investment businesses ,64201,10,신탁업 및 집합투자업,K64201
,64,2,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Other financial service activities,649,10,기타 금융업,K649
,64,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Credit granting,6491,10,여신금융업,K6491
,64,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Financial leasing,64911,10,금융리스업,K64911
,64,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Development financial institutions,64912,10,개발금융기관,K64912
,7O,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Cleaning of industrial facilities, transportation equipments and public places",74212,10,"산업설비, 운송장비 및 공공장소 청소업",N74212
,7O,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Disinfecting, exterminating and pest control services",7422,10,"소독, 구충 및 방제 서비스업",N7422
,7O,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Disinfecting, exterminating and pest control services",74220,10,"소독, 구충 및 방제 서비스업",N74220
,7O,2,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Landscape care and maintenance sevice activities,743,10,조경 관리 및 유지 서비스업,N743
,7O,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Landscape care and maintenance sevice activities,7430,10,조경 관리 및 유지 서비스업,N7430
,7O,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Landscape care and maintenance sevice activities,74300,10,조경 관리 및 유지 서비스업,N74300
,7O,1,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Business support services,75,10,사업지원 서비스업,N75
,7O,2,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Activities of employment placement agencies and provision of human resources,751,10,고용알선 및 인력공급업,N751
,7O,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Activities of employment placement agencies,7511,10,고용 알선업,N7511
,7O,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Activities of employment placement agencies,75110,10,고용 알선업,N75110
,7O,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Provision of human resources,7512,10,인력 공급업,N7512
,79,2,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Activities of travel agencies and tour operators and tourist assistance activities,752,10,여행사 및 기타 여행보조 서비스업,N752
,79,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Travel agency activities,7521,10,여행사업,N7521
,79,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Other tourist assistance and reservation services,7529,10,기타 여행보조 및 예약 서비스업,N7529
,79,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Other tourist assistance and reservation services,75290,10,기타 여행 보조 및 예약 서비스업,N75290
,7O,2,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Security, guard and detective services",753,10,"경비, 경호 및 탐정업",N753
,7O,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Security and guard services,7531,10,경비 및 경호 서비스업,N7531
,7O,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Security and guard services,75310,10,경비 및 경호 서비스업,N75310
,7O,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Security systems srevice activities,7532,10,보안시스템 서비스업,N7532
,7O,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Security systems srevice activities,75320,10,보안시스템 서비스업,N75320
,7O,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Detective and investigation services,7533,10,탐정 및 조사 서비스업,N7533
,7O,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Detective and investigation services,75330,10,탐정 및 조사 서비스업,N75330
,7O,2,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Other business support services,759,10,기타 사업지원 서비스업,N759
,7O,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Office support services,7591,10,사무지원 서비스업,N7591
,7O,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Document preparation services,75911,10,문서 작성업,N75911
,7O,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Duplicating services,75912,10,복사업,N75912
,7O,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Other office support service activities,75919,10,기타 사무지원 서비스업,N75919
,7O,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Other business support service activities n.e.c.,7599,10,그 외 기타 사업지원 서비스업,N7599
,7O,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Activities of call centers and telemarketing services,75991,10,콜센터 및 텔레마케팅 서비스업,N75991
,7O,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Exhibition, convention and trade fair organization agencies",75992,10,"전시, 컨벤션 및 행사 대행업",N75992
,7O,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Activities of collection agencies and credit bureaus,75993,10,신용 조사 및 추심 대행업,N75993
,7O,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Packaging and filling activities,75994,10,포장 및 충전업,N75994
,7O,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,All other business support services n.e.c.,75999,10,그 외 기타 분류 안된 사업지원 서비스업,N75999
,OSTU,1,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Public administration and defence; compulsory social security,84,10,"공공행정, 국방 및 사회보장 행정",O84
,OSTU,2,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Executive, legislative and general government support",841,10,입법 및 일반 정부 행정,O841
,OSTU,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,General public administration activities,8411,10,일반 공공 행정,O8411
,OSTU,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Legislative administration,84111,10,입법기관,O84111
,OSTU,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Executive administration of central bodies,84112,10,중앙 최고 집행기관,O84112
,OSTU,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Executive administration of reginal and local bodies,84113,10,지방행정 집행기관,O84113
,OSTU,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Administration of financial and economic policy,84114,10,재정 및 경제정책 행정,O84114
,OSTU,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Other general public administration activities,84119,10,기타 일반 공공 행정,O84119
,OSTU,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Ancillary service activities for government,8412,10,정부기관 일반 보조 행정,O8412
,OSTU,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Ancillary service activities for government,84120,10,정부기관 일반 보조 행정,O84120
,OSTU,2,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Administration of industrial and social policy of community,842,10,사회 및 산업정책 행정,O842
,OSTU,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",8421,10,사회서비스 관리 행정,O8421
,OSTU,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Regulation of the activities of education affairs,84211,10,교육 행정,O84211
,OSTU,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Regulation of the activities of environment affairs,84213,10,환경 행정,O84213
,OSTU,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Regulation of the activities of health care and welfare affairs,84214,10,보건 및 복지 행정,O84214
,OSTU,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Other regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",84219,10,기타 사회서비스 관리 행정,O84219
,OSTU,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Regulation of and contribution to more efficient operation of businesses,8422,10,노동 및 산업진흥 행정,O8422
,66,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Securities issuance, management, deposit and settlement services",66191,10,"증권 발행, 관리, 보관 및 거래 지원 서비스업",K66191
,66,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Investment advisory businesses and discretionary investment businesses,66192,10,투자 자문업 및 투자 일임업,K66192
,66,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Other activities auxiliary to financial service activities n.e.c.,66199,10,그 외 기타 금융 지원 서비스업,K66199
,66,2,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Activities auxiliary to insurance and pension funding,662,10,보험 및 연금관련 서비스업,K662
,66,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Activities auxiliary to insurance and pension funding,6620,10,보험 및 연금관련 서비스업,K6620
,66,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Risk and damage evaluation,66201,10,손해 사정업,K66201
,66,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Insurance agents and brokers,66202,10,보험 대리 및 중개업,K66202
,66,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Other activities auxiliary to insurance and pension funding,66209,10,기타 보험 및 연금관련 서비스업,K66209
,L,1,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Real estate activities,68,10,부동산업,L68
,L,2,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Real estate activities with own or leased property,681,10,부동산 임대 및 공급업,L681
,L,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Renting of real estate,6811,10,부동산 임대업,L6811
,L,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Renting of non-residential buildings,68112,10,비주거용 건물 임대업,L68112
,L,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Renting of other real estate,68119,10,기타 부동산 임대업,L68119
,L,3,3,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Development and subdividing of real estate,6812,10,부동산 개발 및 공급업,L6812
,L,4,3,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Development and subdividing of residential buildings,68121,10,주거용 건물 개발 및 공급업,L68121
,L,4,3,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Development and subdividing of non-residential buildings,68122,10,비주거용 건물 개발 및 공급업,L68122
,L,4,3,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Development and subdividing of other real estate ,68129,10,기타 부동산 개발 및 공급업,L68129
,66,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Other activities auxiliary to financial service activities,6619,10,기타 금융 지원 서비스업,K6619
,L,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Management of real estate,6821,10,부동산 관리업,L6821
,L,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Management of residential real estate,68211,10,주거용 부동산 관리업,L68211
,L,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Real estate brokerage, consultancy and appraisal",6822,10,"부동산 중개, 자문 및 감정평가업",L6822
,I,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Korean food restaurants specializing in noodle dishes,56112,10,한식 면요리 전문점,I56112
,L,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Real estate agents and brokers,68221,10,부동산 중개 및 대리업,L68221
,L,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Real estate investment consultancy,68222,10,부동산 투자자문업,L68222
,72,1,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Research and development,70,10,연구개발업,M70
,72,2,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Research and experimental development on natural sciences and engineering,701,10,자연과학 및 공학 연구개발업,M701
,72,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Research and experimental development on natural sciences,7011,10,자연과학 연구개발업,M7011
,72,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Research and experimental development on physics, chemistry and biology",70111,10,"물리, 화학 및 생물학 연구개발업",M70111
,72,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Research and experimental development on agriculture, forestry, fishery and veterinary science",70112,10,농림수산학 및 수의학 연구개발업,M70112
,72,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Research and experimental development on other natural sciences ,70119,10,기타 자연과학 연구개발업,M70119
,72,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Research and experimental development on engineering,7012,10,공학 연구개발업,M7012
,72,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Research and experimental development on electrical and electronic engineering,70121,10,전기ㆍ전자공학 연구개발업,M70121
,72,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Research and experimental development on other engineering,70129,10,기타 공학 연구개발업,M70129
,72,2,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Research and experimental development on social sciences and humanities,702,10,인문 및 사회과학 연구개발업,M702
,72,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Research and experimental development on social sciences and humanities,7020,10,인문 및 사회과학 연구개발업,M7020
,72,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Research and experimental development on economics and business administration,70201,10,경제 및 경영학 연구개발업,M70201
,69_70,1,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Professional services,71,10,전문 서비스업,M71
,69_70,2,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Legal services,711,10,법무관련 서비스업,M711
,69_70,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Legal services,7110,10,법무관련 서비스업,M7110
,69_70,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Offices of lawyers,71101,10,변호사업,M71101
,69_70,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Offices of patent attorney,71102,10,변리사업,M71102
,69_70,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Offices of judicial scrvener,71103,10,법무사업,M71103
,69_70,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Other legal services,71109,10,기타 법무관련 서비스업,M71109
,69_70,2,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Accounting, bookkeeping and auditing activities; tax consultancy",712,10,회계 및 세무관련 서비스업,M712
,69_70,3,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,"Accounting, bookkeeping and auditing activities; tax consultancy",7120,10,회계 및 세무관련 서비스업,M7120
,69_70,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Offices of accountants,71201,10,공인회계사업,M71201
,69_70,4,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Offices of tax accountants,71202,10,세무사업,M71202
,73,2,5,3,#,12055,92276,2017-11-14 18:53,#,12055,92276,2017-11-14 18:53,Advertising,713,10,광고업,M713
